matchid,date,batsman,batting_team,bowling_team,balls_faced,fours,sixes,dismissed,strike_rate,career_matches,career_avg_runs,form_runs_last_5,form_runs_last_10,avg_runs_vs_opponent,target_runs
392183,2009-04-19,k goel,kings xi punjab,delhi daredevils,22,3,3,1,172.72727272727272,6,12.666666666666666,10.4,15.666666666666666,19.5,38
392186,2009-04-21,k goel,kings xi punjab,kolkata knight riders,7,0,0,1,0.0,7,16.285714285714285,12.8,19.88888888888889,7.666666666666667,0
392191,2009-04-24,k goel,kings xi punjab,royal challengers bangalore,21,1,0,1,90.47619047619048,8,14.25,9.2,16.22222222222222,19.5,19
392200,2009-04-29,k goel,kings xi punjab,mumbai indians,12,0,1,1,100.0,9,14.777777777777779,12.8,14.777777777777779,12.75,12
392204,2009-05-01,k goel,kings xi punjab,royal challengers bangalore,29,2,0,1,68.96551724137932,10,14.5,14.0,14.5,19.5,20
392210,2009-05-05,k goel,kings xi punjab,rajasthan royals,4,0,0,1,25.0,11,15.0,17.8,14.1,13.5,1
392214,2009-05-07,k goel,kings xi punjab,chennai super kings,21,1,0,1,66.66666666666666,12,13.833333333333334,10.4,11.6,13.0,14
392222,2009-05-12,k goel,kings xi punjab,mumbai indians,24,2,0,1,83.33333333333334,13,13.846153846153847,13.2,11.2,12.75,20
419127,2010-03-27,k goel,kings xi punjab,kolkata knight riders,17,1,1,0,100.0,14,14.285714285714286,13.4,13.1,7.666666666666667,17
419132,2010-03-30,k goel,kings xi punjab,mumbai indians,3,0,0,1,33.33333333333333,15,14.466666666666667,14.4,14.2,12.75,1
1136564,2018-04-09,k gowtham,rajasthan royals,sunrisers hyderabad,2,0,0,1,0.0,0,0.0,13.0,15.666666666666666,4.0,0
1136566,2018-04-11,k gowtham,rajasthan royals,delhi daredevils,2,0,0,0,100.0,1,0.0,12.75,11.444444444444445,10.0,2
1136575,2018-04-18,k gowtham,rajasthan royals,kolkata knight riders,7,0,1,1,171.42857142857142,2,1.0,9.75,11.666666666666666,8.75,12
1136577,2018-04-20,k gowtham,rajasthan royals,chennai super kings,2,0,0,1,50.0,3,4.666666666666667,7.75,10.88888888888889,8.2,1
1136581,2018-04-22,k gowtham,rajasthan royals,mumbai indians,11,4,2,0,300.0,4,3.75,3.75,9.666666666666666,14.25,33
1136588,2018-04-29,k gowtham,rajasthan royals,sunrisers hyderabad,5,1,0,1,160.0,5,9.6,9.6,11.11111111111111,4.0,8
1136592,2018-05-02,k gowtham,rajasthan royals,delhi daredevils,6,2,1,0,300.0,6,9.333333333333334,11.2,11.88888888888889,10.0,18
1136598,2018-05-06,k gowtham,rajasthan royals,kings xi punjab,4,1,0,1,125.0,7,10.571428571428571,14.4,12.333333333333334,5.333333333333333,5
1136600,2018-05-08,k gowtham,rajasthan royals,kings xi punjab,6,0,1,1,133.33333333333331,8,9.875,13.0,10.666666666666666,5.333333333333333,8
1136603,2018-05-11,k gowtham,rajasthan royals,chennai super kings,5,0,2,1,260.0,9,9.666666666666666,14.4,9.666666666666666,8.2,13
1136609,2018-05-15,k gowtham,rajasthan royals,kolkata knight riders,5,0,0,1,60.0,10,10.0,10.4,10.0,8.75,3
1136613,2018-05-19,k gowtham,rajasthan royals,royal challengers bangalore,5,0,2,1,280.0,11,9.363636363636363,9.4,10.3,18.5,14
1136618,2018-05-23,k gowtham,rajasthan royals,kolkata knight riders,7,1,0,0,128.57142857142858,12,9.75,8.6,11.5,8.75,9
1175359,2019-03-25,k gowtham,rajasthan royals,kings xi punjab,4,0,0,1,75.0,13,9.692307692307692,9.4,11.2,5.333333333333333,3
1175367,2019-03-31,k gowtham,rajasthan royals,chennai super kings,8,0,1,1,112.5,14,9.214285714285714,8.4,11.4,8.2,9
1178402,2019-04-13,k gowtham,rajasthan royals,mumbai indians,1,0,0,0,0.0,15,9.2,7.6,9.0,14.25,0
1178428,2019-05-04,k gowtham,rajasthan royals,delhi capitals,6,1,0,1,100.0,16,8.625,7.0,8.2,10.666666666666666,6
1216493,2020-09-20,k gowtham,kings xi punjab,delhi capitals,14,1,1,1,142.85714285714286,17,8.470588235294118,5.4,7.0,10.666666666666666,20
1216503,2020-10-01,k gowtham,kings xi punjab,mumbai indians,13,2,1,0,169.23076923076923,18,9.11111111111111,7.6,8.5,14.25,22
1304066,2022-04-10,k gowtham,lucknow super giants,rajasthan royals,2,0,0,1,0.0,19,9.789473684210526,11.4,9.9,0.0,0
1359477,2023-04-01,k gowtham,lucknow super giants,delhi capitals,1,0,1,0,600.0,20,9.3,9.6,8.6,10.666666666666666,6
1359480,2023-04-03,k gowtham,lucknow super giants,chennai super kings,18,0,1,0,94.44444444444444,21,9.142857142857142,10.8,8.9,8.2,17
1359495,2023-04-15,k gowtham,lucknow super giants,punjab kings,2,0,0,1,50.0,22,9.5,13.0,9.2,1.0,1
1359517,2023-05-01,k gowtham,lucknow super giants,royal challengers bangalore,13,1,2,1,176.9230769230769,23,9.130434782608695,9.2,8.4,18.5,23
1359519,2023-05-03,k gowtham,lucknow super giants,chennai super kings,3,0,0,1,33.33333333333333,24,9.708333333333334,9.4,10.4,8.2,1
1359542,2023-05-20,k gowtham,lucknow super giants,kolkata knight riders,4,1,1,0,275.0,25,9.36,9.6,9.6,8.75,11
1370351,2023-05-24,k gowtham,lucknow super giants,mumbai indians,3,0,0,1,66.66666666666666,26,9.423076923076923,10.6,10.7,14.25,2
1304102,2022-05-09,k kartikeya,mumbai indians,kolkata knight riders,6,0,0,1,50.0,0,0.0,9.0,11.222222222222221,3.0,3
1370352,2023-05-26,k kartikeya,mumbai indians,gujarat titans,7,1,0,1,85.71428571428571,1,3.0,9.5,9.333333333333334,6.0,6
1082614,2017-04-22,k rabada,delhi daredevils,mumbai indians,42,4,1,1,104.76190476190477,0,0.0,5.0,7.75,14.666666666666666,44
1082626,2017-04-30,k rabada,delhi daredevils,kings xi punjab,21,1,0,1,52.38095238095239,1,44.0,19.333333333333332,13.25,5.5,11
1082635,2017-05-06,k rabada,delhi daredevils,mumbai indians,5,0,0,1,0.0,2,27.5,19.333333333333332,13.875,14.666666666666666,0
1175368,2019-04-01,k rabada,delhi capitals,kings xi punjab,1,0,0,1,0.0,3,18.333333333333332,14.5,11.75,5.5,0
1175371,2019-04-04,k rabada,delhi capitals,sunrisers hyderabad,4,0,0,1,75.0,4,13.75,13.75,11.625,5.75,3
1178405,2019-04-14,k rabada,delhi capitals,sunrisers hyderabad,2,0,0,0,100.0,5,11.6,11.6,9.125,5.75,2
1178409,2019-04-18,k rabada,delhi capitals,mumbai indians,8,0,1,1,112.5,6,10.0,3.2,9.25,14.666666666666666,9
1216532,2020-09-29,k rabada,delhi capitals,sunrisers hyderabad,7,1,1,0,214.28571428571428,7,9.857142857142858,2.8,9.0,5.75,15
1216500,2020-10-09,k rabada,delhi capitals,rajasthan royals,3,0,0,0,66.66666666666666,8,10.5,5.8,9.666666666666666,5.5,2
1216497,2020-10-24,k rabada,delhi capitals,kolkata knight riders,10,1,0,1,90.0,9,9.555555555555555,6.2,9.555555555555555,11.333333333333334,9
1216524,2020-10-27,k rabada,delhi capitals,sunrisers hyderabad,7,0,0,1,42.857142857142854,10,9.5,7.4,9.5,5.75,3
1216535,2020-10-31,k rabada,delhi capitals,mumbai indians,7,0,1,1,171.42857142857142,11,8.909090909090908,7.6,5.4,14.666666666666666,12
1237177,2020-11-05,k rabada,delhi capitals,mumbai indians,18,2,0,0,83.33333333333334,12,9.166666666666666,8.2,5.5,14.666666666666666,15
1254064,2021-04-15,k rabada,delhi capitals,rajasthan royals,4,1,0,0,225.0,13,9.615384615384615,8.2,7.0,5.5,9
1254092,2021-09-28,k rabada,delhi capitals,kolkata knight riders,1,0,0,1,0.0,14,9.571428571428571,9.6,7.9,11.333333333333334,0
1254110,2021-10-04,k rabada,delhi capitals,chennai super kings,1,1,0,0,400.0,15,8.933333333333334,7.8,7.6,9.0,4
1304054,2022-04-01,k rabada,punjab kings,kolkata knight riders,16,4,1,1,156.25,16,8.625,8.0,7.8,11.333333333333334,25
1304057,2022-04-03,k rabada,punjab kings,chennai super kings,14,1,0,0,85.71428571428571,17,9.588235294117647,10.6,9.4,9.0,12
1304062,2022-04-08,k rabada,punjab kings,gujarat titans,1,0,0,0,100.0,18,9.722222222222221,10.0,9.1,1.0,1
1304078,2022-04-20,k rabada,punjab kings,delhi capitals,6,0,0,1,33.33333333333333,19,9.263157894736842,8.4,9.0,4.0,2
1304088,2022-04-29,k rabada,punjab kings,lucknow super giants,5,0,0,1,40.0,20,8.9,8.8,8.3,0.6666666666666666,2
1304106,2022-05-13,k rabada,punjab kings,royal challengers bangalore,1,0,0,0,0.0,21,8.571428571428571,8.4,8.2,0.0,0
1304110,2022-05-16,k rabada,punjab kings,delhi capitals,4,0,1,1,150.0,22,8.181818181818182,3.4,7.0,4.0,6
1359495,2023-04-15,k rabada,punjab kings,lucknow super giants,1,0,0,0,0.0,23,8.08695652173913,2.2,6.1,0.6666666666666666,0
1359512,2023-04-28,k rabada,punjab kings,lucknow super giants,1,0,0,1,0.0,24,7.75,2.0,5.2,0.6666666666666666,0
1426271,2024-04-18,k rabada,punjab kings,mumbai indians,4,0,1,1,200.0,25,7.44,1.6,5.2,14.666666666666666,8
1426275,2024-04-21,k rabada,punjab kings,gujarat titans,1,0,0,0,100.0,26,7.461538461538462,2.8,5.6,1.0,1
1426291,2024-05-05,k rabada,punjab kings,chennai super kings,12,0,1,0,91.66666666666666,27,7.222222222222222,3.0,3.2,9.0,11
548362,2012-05-11,k upadhyay,pune warriors,royal challengers bangalore,8,0,1,0,137.5,0,0.0,2.25,2.2222222222222223,11.0,11
598053,2013-05-09,k upadhyay,pune warriors,kolkata knight riders,1,0,0,0,100.0,1,11.0,5.0,3.3333333333333335,1.0,1
1254093,2021-10-05,k yadav,rajasthan royals,mumbai indians,4,0,0,0,0.0,0,0.0,6.666666666666667,3.5,0.0,0
1254058,2021-04-09,ka jamieson,royal challengers bangalore,mumbai indians,4,0,0,1,100.0,0,0.0,6.0,3.7142857142857144,3.0,4
1254063,2021-04-14,ka jamieson,royal challengers bangalore,sunrisers hyderabad,9,2,0,1,133.33333333333331,1,4.0,7.5,4.285714285714286,12.0,12
1254067,2021-04-18,ka jamieson,royal challengers bangalore,kolkata knight riders,4,1,1,0,275.0,2,8.0,9.0,5.142857142857143,7.5,11
1254076,2021-04-25,ka jamieson,royal challengers bangalore,chennai super kings,13,1,1,1,123.07692307692308,3,9.0,9.0,6.714285714285714,16.0,16
1254083,2021-04-30,ka jamieson,royal challengers bangalore,punjab kings,11,1,1,0,145.45454545454547,4,10.75,10.75,9.0,16.0,16
1254087,2021-09-20,ka jamieson,royal challengers bangalore,kolkata knight riders,12,0,0,0,33.33333333333333,5,11.8,11.8,10.142857142857142,7.5,4
1254108,2021-09-26,ka jamieson,royal challengers bangalore,mumbai indians,2,0,0,0,100.0,6,10.5,11.8,10.571428571428571,3.0,2
1426265,2024-04-13,ka maharaj,rajasthan royals,punjab kings,2,0,0,1,50.0,0,0.0,11.75,10.571428571428571,1.0,1
419114,2010-03-17,ka pollard,mumbai indians,delhi daredevils,8,2,0,1,125.0,0,0.0,12.0,10.5,18.294117647058822,10
419119,2010-03-20,ka pollard,mumbai indians,royal challengers bangalore,19,1,1,1,110.5263157894737,1,10.0,10.0,10.428571428571429,23.166666666666668,21
419122,2010-03-22,ka pollard,mumbai indians,kolkata knight riders,7,1,0,1,100.0,2,15.5,11.666666666666666,11.75,15.45,7
419125,2010-03-25,ka pollard,mumbai indians,chennai super kings,9,3,1,1,222.22222222222223,3,12.666666666666666,12.666666666666666,12.125,25.347826086956523,20
419130,2010-03-28,ka pollard,mumbai indians,deccan chargers,5,0,0,1,20.0,4,14.5,14.5,13.125,14.0,1
419132,2010-03-30,ka pollard,mumbai indians,kings xi punjab,14,2,1,1,142.85714285714286,5,11.8,11.8,11.875,25.3,20
419138,2010-04-03,ka pollard,mumbai indians,deccan chargers,10,3,0,1,210.0,6,13.166666666666666,13.8,12.375,14.0,21
419142,2010-04-06,ka pollard,mumbai indians,chennai super kings,6,0,0,1,83.33333333333334,7,14.285714285714286,13.8,13.0,25.347826086956523,5
419146,2010-04-09,ka pollard,mumbai indians,kings xi punjab,14,2,0,1,128.57142857142858,8,13.125,13.4,13.125,25.3,18
419150,2010-04-11,ka pollard,mumbai indians,rajasthan royals,14,3,1,1,178.57142857142858,9,13.666666666666666,13.0,13.666666666666666,19.333333333333332,25
419152,2010-04-13,ka pollard,mumbai indians,delhi daredevils,13,2,5,0,346.1538461538462,10,14.8,17.8,14.8,18.294117647058822,45
419157,2010-04-17,ka pollard,mumbai indians,royal challengers bangalore,9,0,3,1,222.22222222222223,11,17.545454545454547,22.8,18.3,23.166666666666668,20
419162,2010-04-21,ka pollard,mumbai indians,royal challengers bangalore,14,1,3,0,235.71428571428572,12,17.75,22.6,18.2,23.166666666666668,33
419165,2010-04-25,ka pollard,mumbai indians,chennai super kings,10,3,2,1,270.0,13,18.923076923076923,28.2,20.8,25.347826086956523,27
501221,2011-04-22,ka pollard,mumbai indians,chennai super kings,2,0,0,0,0.0,14,19.5,30.0,21.5,25.347826086956523,0
501224,2011-04-24,ka pollard,mumbai indians,deccan chargers,1,0,0,1,0.0,15,18.2,25.0,21.4,14.0,0
501231,2011-04-29,ka pollard,mumbai indians,rajasthan royals,16,0,0,1,25.0,16,17.0625,16.0,19.4,19.333333333333332,4
501237,2011-05-02,ka pollard,mumbai indians,kings xi punjab,11,1,2,1,181.8181818181818,17,16.294117647058822,12.8,17.7,25.3,20
501241,2011-05-04,ka pollard,mumbai indians,pune warriors,23,2,2,1,121.73913043478262,18,16.5,10.2,19.2,18.333333333333332,28
501246,2011-05-07,ka pollard,mumbai indians,delhi daredevils,9,1,0,0,100.0,19,17.105263157894736,10.4,20.2,18.294117647058822,9
501251,2011-05-10,ka pollard,mumbai indians,kings xi punjab,13,1,1,1,130.76923076923077,20,16.7,12.2,18.6,25.3,17
501256,2011-05-14,ka pollard,mumbai indians,deccan chargers,14,3,1,1,171.42857142857142,21,16.714285714285715,15.6,15.8,14.0,24
501263,2011-05-20,ka pollard,mumbai indians,rajasthan royals,18,2,0,1,111.11111111111111,22,17.045454545454547,19.6,16.2,19.333333333333332,20
501267,2011-05-22,ka pollard,mumbai indians,kolkata knight riders,23,2,0,1,78.26086956521739,23,17.17391304347826,19.6,14.9,15.45,18
501269,2011-05-25,ka pollard,mumbai indians,kolkata knight riders,5,0,0,1,60.0,24,17.208333333333332,17.6,14.0,15.45,3
501270,2011-05-27,ka pollard,mumbai indians,royal challengers bangalore,6,0,0,1,50.0,25,16.64,16.4,14.3,23.166666666666668,3
548308,2012-04-06,ka pollard,mumbai indians,pune warriors,11,0,0,1,72.72727272727273,26,16.115384615384617,13.6,14.6,18.333333333333332,8
548314,2012-04-09,ka pollard,mumbai indians,deccan chargers,18,0,3,1,133.33333333333331,27,15.814814814814815,10.4,15.0,14.0,24
548317,2012-04-11,ka pollard,mumbai indians,rajasthan royals,33,6,4,1,193.93939393939394,28,16.107142857142858,11.2,15.4,19.333333333333332,64
548325,2012-04-16,ka pollard,mumbai indians,delhi daredevils,4,0,0,1,25.0,29,17.75862068965517,20.4,19.0,18.294117647058822,1
548334,2012-04-22,ka pollard,mumbai indians,kings xi punjab,10,1,0,1,70.0,30,17.2,20.0,18.2,25.3,7
548339,2012-04-25,ka pollard,mumbai indians,kings xi punjab,8,0,0,1,37.5,31,16.870967741935484,20.8,17.2,25.3,3
548342,2012-04-27,ka pollard,mumbai indians,delhi daredevils,9,1,1,1,177.77777777777777,32,16.4375,19.8,15.1,18.294117647058822,16
548360,2012-05-09,ka pollard,mumbai indians,royal challengers bangalore,13,0,2,0,161.53846153846155,33,16.424242424242426,18.2,14.7,23.166666666666668,21
548367,2012-05-14,ka pollard,mumbai indians,royal challengers bangalore,32,5,3,0,162.5,34,16.558823529411764,9.6,15.0,23.166666666666668,52
548370,2012-05-16,ka pollard,mumbai indians,kolkata knight riders,5,1,0,1,160.0,35,17.571428571428573,19.8,19.9,15.45,8
548379,2012-05-23,ka pollard,mumbai indians,chennai super kings,20,1,1,1,80.0,36,17.305555555555557,20.0,20.4,25.347826086956523,16
597999,2013-04-04,ka pollard,mumbai indians,royal challengers bangalore,2,1,0,0,250.0,37,17.27027027027027,22.6,21.2,23.166666666666668,5
598002,2013-04-06,ka pollard,mumbai indians,chennai super kings,40,4,5,0,142.5,38,16.94736842105263,20.4,19.3,25.347826086956523,57
598006,2013-04-09,ka pollard,mumbai indians,delhi daredevils,8,1,1,1,162.5,39,17.974358974358974,27.6,18.6,18.294117647058822,13
598011,2013-04-13,ka pollard,mumbai indians,pune warriors,15,1,1,0,126.66666666666666,40,17.85,19.8,19.8,18.333333333333332,19
598019,2013-04-17,ka pollard,mumbai indians,rajasthan royals,7,0,0,1,14.285714285714285,41,17.878048780487806,22.0,21.0,19.333333333333332,1
598024,2013-04-21,ka pollard,mumbai indians,delhi daredevils,10,1,1,0,190.0,42,17.476190476190474,19.0,20.8,18.294117647058822,19
598029,2013-04-24,ka pollard,mumbai indians,kolkata knight riders,24,2,1,1,137.5,43,17.511627906976745,21.8,21.1,15.45,33
598033,2013-04-27,ka pollard,mumbai indians,royal challengers bangalore,17,2,3,1,200.0,44,17.863636363636363,17.0,22.3,23.166666666666668,34
598037,2013-04-29,ka pollard,mumbai indians,kings xi punjab,22,1,1,0,90.9090909090909,45,18.22222222222222,21.2,20.5,25.3,20
598039,2013-05-01,ka pollard,mumbai indians,sunrisers hyderabad,19,1,0,0,73.68421052631578,46,18.26086956521739,21.4,21.7,27.0625,14
598046,2013-05-05,ka pollard,mumbai indians,chennai super kings,3,0,0,1,33.33333333333333,47,18.170212765957448,24.0,21.5,25.347826086956523,1
598050,2013-05-07,ka pollard,mumbai indians,kolkata knight riders,4,1,0,1,100.0,48,17.8125,20.4,21.1,15.45,4
598060,2013-05-13,ka pollard,mumbai indians,sunrisers hyderabad,27,2,8,0,244.44444444444446,49,17.53061224489796,14.6,15.8,27.0625,66
598063,2013-05-15,ka pollard,mumbai indians,rajasthan royals,16,1,1,1,106.25,50,18.5,21.0,21.1,19.333333333333332,17
598066,2013-05-18,ka pollard,mumbai indians,kings xi punjab,22,1,1,1,100.0,51,18.470588235294116,20.4,20.9,25.3,22
598070,2013-05-21,ka pollard,mumbai indians,chennai super kings,16,1,2,1,150.0,52,18.53846153846154,22.0,23.0,25.347826086956523,24
598072,2013-05-24,ka pollard,mumbai indians,rajasthan royals,6,0,1,1,183.33333333333331,53,18.641509433962263,26.6,23.5,19.333333333333332,11
598073,2013-05-26,ka pollard,mumbai indians,chennai super kings,32,7,3,0,187.5,54,18.5,28.0,21.3,25.347826086956523,60
729279,2014-04-16,ka pollard,mumbai indians,kolkata knight riders,9,0,0,0,66.66666666666666,55,19.254545454545454,26.8,23.9,15.45,6
729287,2014-04-19,ka pollard,mumbai indians,royal challengers bangalore,7,0,0,1,42.857142857142854,56,19.017857142857142,24.6,22.5,23.166666666666668,3
729303,2014-04-25,ka pollard,mumbai indians,chennai super kings,11,1,0,1,109.09090909090908,57,18.736842105263158,20.8,21.4,25.347826086956523,12
729309,2014-04-27,ka pollard,mumbai indians,delhi daredevils,30,2,2,1,110.00000000000001,58,18.620689655172413,18.4,22.5,18.294117647058822,33
729317,2014-04-30,ka pollard,mumbai indians,sunrisers hyderabad,50,3,6,1,156.0,59,18.864406779661017,22.8,25.4,27.0625,78
733973,2014-05-03,ka pollard,mumbai indians,kings xi punjab,13,2,2,0,215.3846153846154,60,19.85,26.4,26.6,25.3,28
733983,2014-05-06,ka pollard,mumbai indians,royal challengers bangalore,32,6,0,1,134.375,61,19.983606557377048,30.8,27.7,23.166666666666668,43
733995,2014-05-10,ka pollard,mumbai indians,chennai super kings,1,0,0,1,0.0,62,20.35483870967742,38.8,29.8,25.347826086956523,0
734001,2014-05-12,ka pollard,mumbai indians,sunrisers hyderabad,7,0,0,0,85.71428571428571,63,20.03174603174603,36.4,27.4,27.0625,6
734009,2014-05-14,ka pollard,mumbai indians,kolkata knight riders,11,0,0,0,90.9090909090909,64,19.8125,31.0,26.9,15.45,10
734017,2014-05-19,ka pollard,mumbai indians,rajasthan royals,12,0,1,0,116.66666666666667,65,19.661538461538463,17.4,21.9,19.333333333333332,14
734025,2014-05-21,ka pollard,mumbai indians,kings xi punjab,6,0,1,0,133.33333333333331,66,19.575757575757574,14.6,22.7,25.3,8
734031,2014-05-23,ka pollard,mumbai indians,delhi daredevils,8,0,1,1,137.5,67,19.402985074626866,7.6,23.2,18.294117647058822,11
734041,2014-05-25,ka pollard,mumbai indians,rajasthan royals,3,0,1,1,233.33333333333334,68,19.279411764705884,9.8,23.1,19.333333333333332,7
734045,2014-05-28,ka pollard,mumbai indians,chennai super kings,8,1,1,1,175.0,69,19.10144927536232,10.0,20.5,25.347826086956523,14
829717,2015-04-12,ka pollard,mumbai indians,kings xi punjab,21,1,1,1,95.23809523809523,70,19.02857142857143,10.8,14.1,25.3,20
829721,2015-04-14,ka pollard,mumbai indians,rajasthan royals,34,7,5,1,205.88235294117646,71,19.04225352112676,12.0,13.3,19.333333333333332,70
829729,2015-04-17,ka pollard,mumbai indians,chennai super kings,32,4,5,1,200.0,72,19.75,24.4,16.0,25.347826086956523,64
829737,2015-04-19,ka pollard,mumbai indians,royal challengers bangalore,3,1,0,1,166.66666666666669,73,20.356164383561644,35.0,22.4,23.166666666666668,5
829747,2015-04-23,ka pollard,mumbai indians,delhi daredevils,8,0,1,1,125.0,74,20.14864864864865,34.6,22.3,18.294117647058822,10
829751,2015-04-25,ka pollard,mumbai indians,sunrisers hyderabad,28,3,1,1,117.85714285714286,75,20.013333333333332,33.8,22.3,27.0625,33
829769,2015-05-01,ka pollard,mumbai indians,rajasthan royals,15,2,1,1,160.0,76,20.18421052631579,36.4,24.2,19.333333333333332,24
829775,2015-05-03,ka pollard,mumbai indians,kings xi punjab,8,0,0,0,87.5,77,20.233766233766232,27.2,25.8,25.3,7
829783,2015-05-05,ka pollard,mumbai indians,delhi daredevils,16,0,3,0,162.5,78,20.064102564102566,15.8,25.4,18.294117647058822,26
829789,2015-05-08,ka pollard,mumbai indians,chennai super kings,4,0,0,0,25.0,79,20.139240506329113,20.0,27.3,25.347826086956523,1
829795,2015-05-10,ka pollard,mumbai indians,royal challengers bangalore,24,6,2,1,204.16666666666666,80,19.9,18.2,26.0,23.166666666666668,49
829805,2015-05-14,ka pollard,mumbai indians,kolkata knight riders,40,1,1,0,82.5,81,20.25925925925926,21.4,28.9,15.45,33
829817,2015-05-19,ka pollard,mumbai indians,chennai super kings,19,1,5,1,215.78947368421052,82,20.414634146341463,23.2,25.2,25.347826086956523,41
829823,2015-05-24,ka pollard,mumbai indians,chennai super kings,18,2,3,1,200.0,83,20.662650602409638,30.0,22.9,25.347826086956523,36
980901,2016-04-09,ka pollard,mumbai indians,rising pune supergiants,10,0,0,1,10.0,84,20.845238095238095,32.0,26.0,1.0,1
980909,2016-04-13,ka pollard,mumbai indians,kolkata knight riders,1,0,0,0,100.0,85,20.611764705882354,32.0,25.1,15.45,1
980917,2016-04-16,ka pollard,mumbai indians,gujarat lions,3,0,0,1,33.33333333333333,86,20.38372093023256,22.4,21.9,18.5,1
980927,2016-04-20,ka pollard,mumbai indians,royal challengers bangalore,20,4,3,0,195.0,87,20.160919540229884,16.0,19.6,23.166666666666668,39
980933,2016-04-23,ka pollard,mumbai indians,delhi daredevils,20,0,1,1,95.0,88,20.375,15.6,22.8,18.294117647058822,19
980941,2016-04-25,ka pollard,mumbai indians,kings xi punjab,9,0,0,1,111.11111111111111,89,20.359550561797754,12.2,22.1,25.3,10
980947,2016-04-28,ka pollard,mumbai indians,kolkata knight riders,20,2,6,0,254.99999999999997,90,20.244444444444444,14.0,23.0,15.45,51
980973,2016-05-08,ka pollard,mumbai indians,sunrisers hyderabad,13,2,0,1,84.61538461538461,91,20.582417582417584,24.0,23.2,27.0625,11
980981,2016-05-11,ka pollard,mumbai indians,royal challengers bangalore,23,3,2,0,152.17391304347828,92,20.47826086956522,26.0,21.0,23.166666666666668,35
980985,2016-05-13,ka pollard,mumbai indians,kings xi punjab,20,0,3,1,135.0,93,20.634408602150536,25.2,20.4,25.3,27
980993,2016-05-15,ka pollard,mumbai indians,delhi daredevils,6,0,0,1,50.0,94,20.70212765957447,26.8,19.5,18.294117647058822,3
981007,2016-05-21,ka pollard,mumbai indians,gujarat lions,11,0,1,1,81.81818181818183,95,20.51578947368421,25.4,19.7,18.5,9
1082592,2017-04-06,ka pollard,mumbai indians,rising pune supergiant,17,3,1,1,158.8235294117647,96,20.395833333333332,17.0,20.5,12.5,27
1082597,2017-04-09,ka pollard,mumbai indians,kolkata knight riders,17,1,1,1,100.0,97,20.463917525773194,20.2,23.1,15.45,17
1082600,2017-04-12,ka pollard,mumbai indians,sunrisers hyderabad,11,0,1,1,100.0,98,20.428571428571427,16.6,20.9,27.0625,11
1082602,2017-04-14,ka pollard,mumbai indians,royal challengers bangalore,49,3,5,1,142.85714285714286,99,20.333333333333332,13.4,20.1,23.166666666666668,70
1082606,2017-04-16,ka pollard,mumbai indians,gujarat lions,24,2,3,1,162.5,100,20.83,26.8,26.1,18.5,39
1082614,2017-04-22,ka pollard,mumbai indians,delhi daredevils,31,4,0,1,83.87096774193549,101,21.00990099009901,32.8,24.9,18.294117647058822,26
1082618,2017-04-24,ka pollard,mumbai indians,rising pune supergiant,9,1,0,1,100.0,102,21.058823529411764,32.6,26.4,12.5,9
1082625,2017-04-29,ka pollard,mumbai indians,gujarat lions,14,3,1,1,178.57142857142858,103,20.941747572815533,31.0,23.8,18.5,25
1082628,2017-05-01,ka pollard,mumbai indians,royal challengers bangalore,13,2,0,1,130.76923076923077,104,20.98076923076923,33.8,23.6,23.166666666666668,17
1082635,2017-05-06,ka pollard,mumbai indians,delhi daredevils,38,5,4,0,165.78947368421052,105,20.942857142857143,23.2,25.0,18.294117647058822,63
1082638,2017-05-08,ka pollard,mumbai indians,sunrisers hyderabad,11,0,0,1,45.45454545454545,106,21.339622641509433,28.0,30.4,27.0625,5
1082641,2017-05-11,ka pollard,mumbai indians,kings xi punjab,26,1,5,0,192.30769230769232,107,21.186915887850468,23.8,28.2,25.3,50
1082644,2017-05-13,ka pollard,mumbai indians,kolkata knight riders,11,0,1,1,118.18181818181819,108,21.453703703703702,32.0,31.5,15.45,13
1082647,2017-05-16,ka pollard,mumbai indians,rising pune supergiant,10,1,0,1,70.0,109,21.376146788990827,29.6,31.7,12.5,7
1082649,2017-05-19,ka pollard,mumbai indians,kolkata knight riders,10,1,0,0,90.0,110,21.245454545454546,27.6,25.4,15.45,9
1082650,2017-05-21,ka pollard,mumbai indians,rising pune supergiant,3,0,1,1,233.33333333333334,111,21.135135135135137,16.8,22.4,12.5,7
1136567,2018-04-12,ka pollard,mumbai indians,sunrisers hyderabad,23,3,2,1,121.73913043478262,112,21.008928571428573,17.2,20.5,27.0625,28
1136569,2018-04-14,ka pollard,mumbai indians,delhi daredevils,1,0,0,1,0.0,113,21.07079646017699,12.8,22.4,18.294117647058822,0
1136574,2018-04-17,ka pollard,mumbai indians,royal challengers bangalore,8,0,0,1,62.5,114,20.885964912280702,10.2,19.9,23.166666666666668,5
1136581,2018-04-22,ka pollard,mumbai indians,rajasthan royals,20,1,1,0,105.0,115,20.747826086956522,9.8,18.7,19.333333333333332,21
1136583,2018-04-24,ka pollard,mumbai indians,sunrisers hyderabad,6,0,1,1,150.0,116,20.75,12.2,14.5,27.0625,9
1136591,2018-05-01,ka pollard,mumbai indians,royal challengers bangalore,15,1,0,1,86.66666666666667,117,20.64957264957265,12.6,14.9,23.166666666666668,13
