player,opponent,vs_opponent_runs_avg,vs_opponent_strike_rate_avg
RS Bopara,Mumbai Indians,10.0,51.014109347442684
RS Bopara,Rajasthan Royals,16.8,100.98675009201325
RS Bopara,Royal Challengers Bangalore,67.66666666666667,141.21520287621982
RV Uthappa,Chennai Super Kings,24.863636363636363,116.25336201011079
RV Uthappa,Deccan Chargers,13.8,95.39231452815044
RV Uthappa,Delhi Capitals,25.833333333333332,102.92227833894499
RV Uthappa,Delhi Daredevils,27.952380952380953,118.39805680611818
RV Uthappa,Gujarat Lions,37.0,140.52631578947367
RV Uthappa,Gujarat Titans,3.0,30.0
RV Uthappa,Kings XI Punjab,27.0,135.24106307078083
RV Uthappa,Kochi Tuskers Kerala,31.0,238.46153846153845
RV Uthappa,Kolkata Knight Riders,20.214285714285715,128.46996773190935
RV Uthappa,Lucknow Super Giants,50.0,185.1851851851852
RV Uthappa,Mumbai Indians,22.76923076923077,106.97100357469087
RV Uthappa,Punjab Kings,5.333333333333333,59.206349206349195
RV Uthappa,Rajasthan Royals,22.529411764705884,107.27645872212813
RV Uthappa,Rising Pune Supergiant,87.0,185.1063829787234
RV Uthappa,Rising Pune Supergiants,2.0,200.0
RV Uthappa,Royal Challengers Bangalore,31.227272727272727,114.49404503907458
RV Uthappa,Sunrisers Hyderabad,27.57894736842105,123.88102924480633
Ramandeep Singh,Chennai Super Kings,8.5,104.16666666666666
Ramandeep Singh,Delhi Capitals,7.5,180.0
Ramandeep Singh,Gujarat Titans,1.0,50.0
Ramandeep Singh,Kolkata Knight Riders,12.0,75.0
Ramandeep Singh,Lucknow Super Giants,13.0,233.33333333333334
Ramandeep Singh,Mumbai Indians,13.666666666666666,148.6111111111111
Ramandeep Singh,Punjab Kings,3.0,100.0
Ramandeep Singh,Rajasthan Royals,1.0,100.0
Ramandeep Singh,Royal Challengers Bangalore,6.0,50.0
Ramandeep Singh,Royal Challengers Bengaluru,15.0,166.66666666666663
Ramandeep Singh,Sunrisers Hyderabad,20.666666666666668,237.3611111111111
Rashid Khan,Chennai Super Kings,15.666666666666666,182.45319495319495
Rashid Khan,Delhi Capitals,9.777777777777779,85.39241622574956
Rashid Khan,Kings XI Punjab,2.3333333333333335,216.66666666666666
Rashid Khan,Kolkata Knight Riders,8.6,114.66666666666666
Rashid Khan,Lucknow Super Giants,2.6666666666666665,100.0
Rashid Khan,Mumbai Indians,7.933333333333334,99.09325396825396
Rashid Khan,Punjab Kings,2.0,58.333333333333336
Rashid Khan,Rajasthan Royals,10.0,153.33333333333331
Rashid Khan,Rising Pune Supergiant,3.0,75.0
Rashid Khan,Royal Challengers Bangalore,8.5,136.66666666666666
Rashid Khan,Royal Challengers Bengaluru,18.0,128.57142857142858
Rashid Khan,Sunrisers Hyderabad,7.75,70.45454545454545
S Badrinath,Deccan Chargers,10.875,99.47493224932249
S Badrinath,Delhi Daredevils,23.125,128.12893907563026
S Badrinath,Kings XI Punjab,30.625,113.25143532590342
S Badrinath,Kochi Tuskers Kerala,16.0,120.88235294117646
S Badrinath,Kolkata Knight Riders,34.333333333333336,102.72139784334907
S Badrinath,Mumbai Indians,22.928571428571427,98.5385581464774
S Badrinath,Pune Warriors,39.8,131.90426508974898
S Badrinath,Rajasthan Royals,19.25,158.65338929363318
S Badrinath,Royal Challengers Bangalore,12.777777777777779,94.3244890548812
S Dhawan,Chennai Super Kings,36.44827586206897,118.1239413437344
S Dhawan,Deccan Chargers,23.6,87.45421245421245
S Dhawan,Delhi Capitals,11.4,98.83333333333333
S Dhawan,Delhi Daredevils,34.8,135.63363012389382
S Dhawan,Gujarat Lions,25.4,102.08093126385809
S Dhawan,Gujarat Titans,26.5,95.9119496855346
S Dhawan,Kings XI Punjab,30.541666666666668,101.94475714403994
S Dhawan,Kochi Tuskers Kerala,4.0,44.44444444444444
S Dhawan,Kolkata Knight Riders,29.258064516129032,116.0157577097087
S Dhawan,Lucknow Super Giants,25.333333333333332,74.44444444444444
S Dhawan,Mumbai Indians,32.17857142857143,108.97921121938539
S Dhawan,Pune Warriors,20.25,117.71330956625074
S Dhawan,Punjab Kings,80.5,167.2818063395571
S Dhawan,Rajasthan Royals,28.291666666666668,115.86546186896057
S Dhawan,Rising Pune Supergiant,24.5,130.89080459770113
S Dhawan,Rising Pune Supergiants,44.5,113.9412997903564
S Dhawan,Royal Challengers Bangalore,28.291666666666668,115.74837354951616
S Dhawan,Royal Challengers Bengaluru,45.0,121.62162162162164
S Dhawan,Sunrisers Hyderabad,31.5,99.49509706494153
S Dube,Chennai Super Kings,26.25,108.63095238095238
S Dube,Delhi Capitals,18.77777777777778,142.05359779921184
S Dube,Gujarat Titans,20.0,124.8515173906798
S Dube,Kings XI Punjab,17.5,110.52631578947367
S Dube,Kolkata Knight Riders,30.625,127.05575477317365
S Dube,Lucknow Super Giants,37.6,146.69444444444446
S Dube,Mumbai Indians,23.166666666666668,129.0289336952113
S Dube,Punjab Kings,20.5,110.55402620818442
S Dube,Rajasthan Royals,27.0,142.39520202020202
S Dube,Royal Challengers Bangalore,64.33333333333333,180.95477724100908
S Dube,Royal Challengers Bengaluru,17.0,173.69047619047618
S Dube,Sunrisers Hyderabad,17.0,113.7571951857666
S Gopal,Chennai Super Kings,9.0,117.14285714285715
S Gopal,Delhi Capitals,7.25,102.97619047619048
S Gopal,Delhi Daredevils,11.0,110.0
S Gopal,Kings XI Punjab,8.333333333333334,83.33333333333333
S Gopal,Kolkata Knight Riders,11.5,92.85714285714286
S Gopal,Mumbai Indians,4.666666666666667,78.57142857142857
S Gopal,Rajasthan Royals,1.0,100.0
S Gopal,Rising Pune Supergiants,2.0,12.5
S Gopal,Royal Challengers Bangalore,7.0,175.0
S Gopal,Sunrisers Hyderabad,18.0,100.0
S Nadeem,Chennai Super Kings,3.3333333333333335,55.357142857142854
S Nadeem,Delhi Capitals,2.0,66.66666666666666
S Nadeem,Kings XI Punjab,1.5,21.428571428571423
S Nadeem,Kolkata Knight Riders,3.3333333333333335,41.666666666666664
S Nadeem,Mumbai Indians,1.0,28.888888888888886
S Nadeem,Pune Warriors,6.0,120.0
S Nadeem,Rajasthan Royals,1.0,25.0
S Nadeem,Royal Challengers Bangalore,1.0,15.476190476190474
S Nadeem,Sunrisers Hyderabad,0.0,0.0
S Sohal,Chennai Super Kings,20.333333333333332,106.66666666666664
S Sohal,Deccan Chargers,19.5,125.73529411764706
S Sohal,Delhi Daredevils,32.5,88.10975609756098
S Sohal,Kings XI Punjab,7.0,140.0
S Sohal,Kochi Tuskers Kerala,1.0,25.0
S Sohal,Kolkata Knight Riders,25.5,138.52941176470588
S Sohal,Mumbai Indians,17.0,115.5844155844156
S Sohal,Pune Warriors,17.0,60.71428571428571
S Sohal,Rajasthan Royals,2.0,50.0
S Sohal,Royal Challengers Bangalore,38.0,105.55555555555556
SA Yadav,Chennai Super Kings,25.705882352941178,101.89601976871701
SA Yadav,Delhi Capitals,27.615384615384617,110.23874820592408
SA Yadav,Delhi Daredevils,18.857142857142858,197.7588383838384
SA Yadav,Gujarat Lions,7.333333333333333,84.92063492063492
SA Yadav,Gujarat Titans,45.142857142857146,166.12011243321663
SA Yadav,Kings XI Punjab,19.0,138.35978835978835
SA Yadav,Kolkata Knight Riders,36.46153846153846,150.70908402808857
SA Yadav,Lucknow Super Giants,26.875,124.39407222837457
SA Yadav,Mumbai Indians,20.428571428571427,210.12324929971987
SA Yadav,Pune Warriors,0.0,0.0
SA Yadav,Punjab Kings,47.25,145.64831325422233
SA Yadav,Rajasthan Royals,34.13333333333333,137.5690031260657
SA Yadav,Rising Pune Supergiant,30.0,187.5
SA Yadav,Rising Pune Supergiants,60.0,122.44897959183672
SA Yadav,Royal Challengers Bangalore,25.0,115.24697998881948
SA Yadav,Royal Challengers Bengaluru,40.0,190.68825910931173
SA Yadav,Sunrisers Hyderabad,26.31578947368421,160.44761206982648
SC Ganguly,Chennai Super Kings,11.285714285714286,63.91004984989947
SC Ganguly,Deccan Chargers,32.7,79.0434892501941
SC Ganguly,Delhi Daredevils,25.666666666666668,107.86922015182886
SC Ganguly,Kings XI Punjab,33.57142857142857,128.14191085239128
SC Ganguly,Kolkata Knight Riders,19.666666666666668,82.39177489177489
SC Ganguly,Mumbai Indians,18.125,89.10539215686273
SC Ganguly,Rajasthan Royals,31.625,96.88480608866004
SC Ganguly,Royal Challengers Bangalore,13.857142857142858,76.58279220779221
SE Marsh,Chennai Super Kings,42.285714285714285,130.94539251107142
SE Marsh,Deccan Chargers,31.666666666666668,115.92691845321578
SE Marsh,Delhi Daredevils,31.285714285714285,115.79803133374561
SE Marsh,Gujarat Lions,29.666666666666668,97.7390180878553
SE Marsh,Kochi Tuskers Kerala,42.0,140.0
SE Marsh,Kolkata Knight Riders,26.571428571428573,99.81612314477324
SE Marsh,Mumbai Indians,43.833333333333336,131.18645808023155
SE Marsh,Pune Warriors,32.333333333333336,88.71252204585538
SE Marsh,Rajasthan Royals,60.142857142857146,141.47943899782135
SE Marsh,Rising Pune Supergiant,10.0,76.92307692307693
SE Marsh,Rising Pune Supergiants,4.0,66.66666666666666
SE Marsh,Royal Challengers Bangalore,26.6,112.95531545951715
SE Marsh,Sunrisers Hyderabad,35.75,101.01890756302521
SE Rutherford,Chennai Super Kings,4.0,44.44444444444445
SE Rutherford,Delhi Capitals,43.0,130.3030303030303
SE Rutherford,Kings XI Punjab,2.0,100.0
SE Rutherford,Kolkata Knight Riders,28.0,70.0
SE Rutherford,Lucknow Super Giants,30.0,144.25837320574163
SE Rutherford,Mumbai Indians,23.333333333333332,170.10101010101008
SE Rutherford,Punjab Kings,46.0,164.28571428571428
SE Rutherford,Rajasthan Royals,8.5,171.66666666666666
SE Rutherford,Royal Challengers Bangalore,28.0,215.3846153846154
SE Rutherford,Royal Challengers Bengaluru,30.0,166.66666666666669
SE Rutherford,Sunrisers Hyderabad,22.0,146.875
SK Raina,Deccan Chargers,31.0,138.70099667774087
SK Raina,Delhi Capitals,38.5,145.39371101871103
SK Raina,Delhi Daredevils,23.045454545454547,111.74107120213854
SK Raina,Kings XI Punjab,35.73913043478261,148.09316215639663
SK Raina,Kochi Tuskers Kerala,34.5,135.57692307692307
SK Raina,Kolkata Knight Riders,36.04347826086956,124.93964109378891
SK Raina,Mumbai Indians,24.235294117647058,105.63148030027344
SK Raina,Pune Warriors,21.166666666666668,83.85185185185185
SK Raina,Punjab Kings,8.0,88.88888888888889
SK Raina,Rajasthan Royals,27.391304347826086,115.92432181328908
SK Raina,Rising Pune Supergiant,21.5,129.54545454545456
SK Raina,Rising Pune Supergiants,29.0,110.71428571428571
SK Raina,Royal Challengers Bangalore,24.20689655172414,118.20728318425684
SK Raina,Sunrisers Hyderabad,23.842105263157894,115.10746045899764
SK Warne,Chennai Super Kings,8.25,81.06060606060606
SK Warne,Deccan Chargers,11.0,105.88235294117646
SK Warne,Delhi Daredevils,5.166666666666667,66.55982905982906
SK Warne,Kings XI Punjab,13.0,122.96296296296298
SK Warne,Kochi Tuskers Kerala,2.0,22.22222222222222
SK Warne,Kolkata Knight Riders,5.666666666666667,70.76149425287356
SK Warne,Mumbai Indians,4.0,100.0
SK Warne,Royal Challengers Bangalore,3.5,45.238095238095234
SL Malinga,Chennai Super Kings,3.6,41.25
SL Malinga,Delhi Daredevils,8.5,72.3076923076923
SL Malinga,Gujarat Lions,0.0,0.0
SL Malinga,Kings XI Punjab,1.0,100.0
SL Malinga,Kolkata Knight Riders,8.0,133.33333333333331
SL Malinga,Pune Warriors,9.5,133.33333333333334
SL Malinga,Rajasthan Royals,2.25,47.15909090909091
SL Malinga,Rising Pune Supergiant,7.0,350.0
SL Malinga,Royal Challengers Bangalore,3.0,63.333333333333336
SM Curran,Chennai Super Kings,13.6,87.75901875901876
SM Curran,Delhi Capitals,18.625,114.25531914893617
SM Curran,Gujarat Titans,15.666666666666666,89.25438596491227
SM Curran,Kolkata Knight Riders,19.833333333333332,128.99248083071612
SM Curran,Lucknow Super Giants,9.0,103.33333333333333
SM Curran,Mumbai Indians,23.833333333333332,167.3153776877181
SM Curran,Punjab Kings,46.5,158.1521739130435
SM Curran,Rajasthan Royals,24.428571428571427,144.24615038777117
SM Curran,Royal Challengers Bangalore,3.6666666666666665,38.88888888888889
SM Curran,Royal Challengers Bengaluru,14.5,108.5831447963801
SM Curran,Sunrisers Hyderabad,18.5,165.46176046176046
SN Khan,Chennai Super Kings,21.833333333333332,112.97688666109718
SN Khan,Delhi Capitals,25.5,117.24137931034483
SN Khan,Delhi Daredevils,6.0,93.75
SN Khan,Gujarat Titans,30.0,88.23529411764706
SN Khan,Kings XI Punjab,5.0,74.6031746031746
SN Khan,Kolkata Knight Riders,9.5,80.0
SN Khan,Lucknow Super Giants,20.0,89.28571428571429
SN Khan,Mumbai Indians,12.5,117.31150793650795
SN Khan,Punjab Kings,22.0,146.15384615384616
SN Khan,Rajasthan Royals,20.0,120.89080459770113
SN Khan,Rising Pune Supergiants,2.0,200.0
SN Khan,Royal Challengers Bangalore,7.5,57.69230769230768
SN Khan,Sunrisers Hyderabad,19.0,206.52777777777777
SN Thakur,Chennai Super Kings,15.0,138.1578947368421
SN Thakur,Delhi Capitals,0.0,0.0
SN Thakur,Delhi Daredevils,7.0,116.66666666666669
SN Thakur,Gujarat Lions,0.0,0.0
SN Thakur,Gujarat Titans,1.25,28.75
SN Thakur,Kolkata Knight Riders,13.333333333333334,156.9264069264069
SN Thakur,Lucknow Super Giants,2.0,46.42857142857142
SN Thakur,Mumbai Indians,8.75,142.89772727272728
SN Thakur,Punjab Kings,7.75,149.05303030303028
SN Thakur,Rajasthan Royals,5.5,96.42857142857143
SN Thakur,Royal Challengers Bangalore,21.5,130.8429118773946
SN Thakur,Royal Challengers Bengaluru,1.0,50.0
SN Thakur,Sunrisers Hyderabad,7.8,200.95238095238093
SO Hetmyer,Chennai Super Kings,17.5,125.10664682539684
SO Hetmyer,Delhi Capitals,18.75,164.1346153846154
SO Hetmyer,Gujarat Titans,24.571428571428573,144.44693261920153
SO Hetmyer,Kings XI Punjab,8.5,110.25641025641026
SO Hetmyer,Kolkata Knight Riders,12.7,123.01681531029358
SO Hetmyer,Lucknow Super Giants,19.5,111.68650793650794
SO Hetmyer,Mumbai Indians,11.0,112.46608329941664
SO Hetmyer,Punjab Kings,26.714285714285715,212.33843537414967
SO Hetmyer,Rajasthan Royals,24.666666666666668,124.53703703703702
SO Hetmyer,Royal Challengers Bangalore,22.25,120.43907238771415
SO Hetmyer,Royal Challengers Bengaluru,14.25,154.76190476190476
SO Hetmyer,Sunrisers Hyderabad,23.666666666666668,141.90023515474488
SP Goswami,Chennai Super Kings,9.0,103.6549707602339
SP Goswami,Deccan Chargers,3.0,100.0
SP Goswami,Delhi Capitals,0.0,0.0
SP Goswami,Delhi Daredevils,30.666666666666668,106.5079365079365
SP Goswami,Kings XI Punjab,10.0,71.42857142857143
SP Goswami,Kolkata Knight Riders,26.6,110.06938954765042
SP Goswami,Mumbai Indians,5.25,29.166666666666668
SP Goswami,Pune Warriors,6.0,200.0
SP Goswami,Royal Challengers Bangalore,0.5,25.0
SP Narine,Chennai Super Kings,12.866666666666667,131.98972922502335
SP Narine,Delhi Capitals,20.272727272727273,117.27564102564102
SP Narine,Delhi Daredevils,7.2,129.44444444444443
SP Narine,Gujarat Lions,22.0,137.81512605042016
SP Narine,Gujarat Titans,7.333333333333333,76.92307692307692
SP Narine,Kings XI Punjab,17.0,121.05555555555557
SP Narine,Lucknow Super Giants,26.833333333333332,178.63247863247864
SP Narine,Mumbai Indians,3.923076923076923,74.23076923076923
SP Narine,Punjab Kings,15.0,155.0347222222222
SP Narine,Rajasthan Royals,19.142857142857142,128.23015873015873
SP Narine,Rising Pune Supergiant,8.0,72.72727272727273
SP Narine,Royal Challengers Bangalore,23.2,160.16006929087425
SP Narine,Royal Challengers Bengaluru,33.666666666666664,149.84459984459986
SP Narine,Sunrisers Hyderabad,9.61111111111111,124.58333333333333
SPD Smith,Chennai Super Kings,26.416666666666668,116.09739937610713
SPD Smith,Deccan Chargers,36.5,198.71794871794873
SPD Smith,Delhi Capitals,25.0,107.47549019607844
SPD Smith,Delhi Daredevils,24.75,175.97489316239316
SPD Smith,Gujarat Lions,38.25,156.86769991015274
SPD Smith,Kings XI Punjab,24.083333333333332,146.44200539128073
SPD Smith,Kolkata Knight Riders,22.25,108.76766064079125
SPD Smith,Mumbai Indians,31.4,114.8272497388094
SPD Smith,Punjab Kings,16.5,92.04545454545453
SPD Smith,Rajasthan Royals,27.5,102.57575757575759
SPD Smith,Royal Challengers Bangalore,25.428571428571427,124.44655672442674
SPD Smith,Sunrisers Hyderabad,27.90909090909091,114.69957819957818
SR Tendulkar,Chennai Super Kings,30.666666666666668,97.36342030984889
SR Tendulkar,Deccan Chargers,28.75,111.05280203322565
SR Tendulkar,Delhi Daredevils,29.4,115.3796089548749
SR Tendulkar,Kings XI Punjab,27.0,98.43076318983364
SR Tendulkar,Kochi Tuskers Kerala,100.0,151.5151515151515
SR Tendulkar,Kolkata Knight Riders,32.6,109.89351851851852
SR Tendulkar,Pune Warriors,30.4,110.79904004041934
SR Tendulkar,Rajasthan Royals,34.125,107.82397396554924
SR Tendulkar,Royal Challengers Bangalore,22.416666666666668,98.77597137122973
SR Tendulkar,Sunrisers Hyderabad,26.0,119.6236559139785
SR Watson,Chennai Super Kings,40.0,143.5084492884539
SR Watson,Deccan Chargers,20.0,144.44444444444446
SR Watson,Delhi Capitals,28.8,108.31043956043956
SR Watson,Delhi Daredevils,29.76923076923077,135.61775286445845
SR Watson,Gujarat Lions,2.3333333333333335,38.888888888888886
SR Watson,Kings XI Punjab,26.41176470588235,107.93243439676954
SR Watson,Kochi Tuskers Kerala,34.5,138.17307692307693
SR Watson,Kolkata Knight Riders,29.941176470588236,128.81424875507355
SR Watson,Mumbai Indians,21.181818181818183,104.57505591941016
SR Watson,Pune Warriors,41.25,138.9687636841337
SR Watson,Rajasthan Royals,33.166666666666664,139.8169482846902
SR Watson,Rising Pune Supergiant,14.0,77.77777777777779
SR Watson,Rising Pune Supergiants,18.5,188.46153846153845
SR Watson,Royal Challengers Bangalore,20.533333333333335,110.47311136320604
SR Watson,Sunrisers Hyderabad,31.444444444444443,113.99474262406271
SS Iyer,Chennai Super Kings,24.733333333333334,100.07888116587235
SS Iyer,Delhi Capitals,40.0,148.9741124523733
SS Iyer,Gujarat Lions,55.0,171.71052631578948
SS Iyer,Gujarat Titans,54.5,155.47619047619045
SS Iyer,Kings XI Punjab,27.09090909090909,113.77533451397086
SS Iyer,Kolkata Knight Riders,30.3125,111.70520540368643
SS Iyer,Lucknow Super Giants,35.666666666666664,140.95785440613028
SS Iyer,Mumbai Indians,25.05,116.23152087376225
SS Iyer,Punjab Kings,27.0,226.66666666666669
SS Iyer,Rajasthan Royals,31.23076923076923,133.68414673561733
SS Iyer,Rising Pune Supergiant,3.0,75.0
SS Iyer,Rising Pune Supergiants,8.0,80.0
SS Iyer,Royal Challengers Bangalore,25.333333333333332,95.55139012512285
SS Iyer,Royal Challengers Bengaluru,17.5,91.3425925925926
SS Iyer,Sunrisers Hyderabad,29.842105263157894,116.18008238534968
SS Tiwary,Chennai Super Kings,19.4,97.78018471092474
SS Tiwary,Deccan Chargers,17.6,100.03174603174602
SS Tiwary,Delhi Capitals,15.0,83.33333333333334
SS Tiwary,Delhi Daredevils,24.666666666666668,109.07981759955443
SS Tiwary,Gujarat Lions,1.0,50.0
SS Tiwary,Kings XI Punjab,10.4,112.92486981617417
SS Tiwary,Kochi Tuskers Kerala,26.0,108.33333333333331
SS Tiwary,Kolkata Knight Riders,19.5,118.15779140748542
SS Tiwary,Mumbai Indians,22.666666666666668,122.00691121743755
SS Tiwary,Pune Warriors,28.0,134.83838383838383
SS Tiwary,Punjab Kings,45.0,121.62162162162164
SS Tiwary,Rajasthan Royals,25.714285714285715,136.53280340349306
SS Tiwary,Royal Challengers Bangalore,29.4,125.41346646185355
SS Tiwary,Sunrisers Hyderabad,12.0,75.77777777777777
ST Jayasuriya,Chennai Super Kings,47.5,184.20454545454544
ST Jayasuriya,Deccan Chargers,15.0,102.41071428571429
ST Jayasuriya,Delhi Daredevils,26.75,109.91071428571428
ST Jayasuriya,Kings XI Punjab,6.25,59.523809523809526
ST Jayasuriya,Kolkata Knight Riders,31.0,179.375
ST Jayasuriya,Rajasthan Royals,19.2,97.3976833976834
ST Jayasuriya,Royal Challengers Bangalore,33.2,119.10671718229858
STR Binny,Chennai Super Kings,21.625,131.0560044175773
STR Binny,Deccan Chargers,7.0,87.5
STR Binny,Delhi Capitals,9.5,73.07692307692307
STR Binny,Delhi Daredevils,14.6,96.86868686868686
STR Binny,Gujarat Lions,21.0,140.0
STR Binny,Kings XI Punjab,13.6,127.33928571428571
STR Binny,Kolkata Knight Riders,7.2,108.33838383838383
STR Binny,Mumbai Indians,13.666666666666666,126.4311471715123
STR Binny,Pune Warriors,13.0,130.3846153846154
STR Binny,Rising Pune Supergiant,9.5,119.64285714285714
STR Binny,Royal Challengers Bangalore,13.333333333333334,104.35185185185185
STR Binny,Sunrisers Hyderabad,13.11111111111111,98.81648565859092
SV Samson,Chennai Super Kings,17.058823529411764,87.45391937547761
SV Samson,Delhi Capitals,26.636363636363637,126.64587615913628
SV Samson,Delhi Daredevils,25.0,120.25541125541126
SV Samson,Gujarat Lions,22.75,128.6578341013825
SV Samson,Gujarat Titans,38.714285714285715,152.98827112736885
SV Samson,Kings XI Punjab,32.0,132.5529317073304
SV Samson,Kolkata Knight Riders,25.80952380952381,115.70147196744
SV Samson,Lucknow Super Giants,40.0,133.5204991087344
SV Samson,Mumbai Indians,26.130434782608695,116.51957906086592
SV Samson,Pune Warriors,10.0,166.66666666666669
SV Samson,Punjab Kings,31.555555555555557,135.33267688106397
SV Samson,Rising Pune Supergiant,52.0,105.95238095238095
SV Samson,Rising Pune Supergiants,15.0,97.28506787330318
SV Samson,Royal Challengers Bangalore,18.238095238095237,109.49164463101745
SV Samson,Royal Challengers Bengaluru,33.666666666666664,124.66743782533256
SV Samson,Sunrisers Hyderabad,36.125,123.02397195681186
SW Billings,Chennai Super Kings,25.0,113.63636363636364
SW Billings,Delhi Capitals,15.0,166.66666666666669
SW Billings,Delhi Daredevils,1.0,20.0
SW Billings,Gujarat Titans,4.0,100.0
SW Billings,Kings XI Punjab,14.0,64.03846153846153
SW Billings,Kolkata Knight Riders,43.666666666666664,176.8813454235449
SW Billings,Lucknow Super Giants,36.0,156.52173913043478
SW Billings,Mumbai Indians,10.0,100.83333333333334
SW Billings,Punjab Kings,24.0,104.34782608695652
SW Billings,Rajasthan Royals,15.0,82.79220779220779
SW Billings,Rising Pune Supergiant,24.0,141.1764705882353
SW Billings,Rising Pune Supergiants,24.0,160.0
SW Billings,Royal Challengers Bangalore,13.0,105.0375939849624
SW Billings,Sunrisers Hyderabad,15.666666666666666,87.22860791826308
Sandeep Sharma,Chennai Super Kings,1.0,37.5
Sandeep Sharma,Delhi Capitals,1.0,50.0
Sandeep Sharma,Delhi Daredevils,1.5,75.0
Sandeep Sharma,Gujarat Lions,1.0,100.0
Sandeep Sharma,Gujarat Titans,4.0,80.0
Sandeep Sharma,Kings XI Punjab,0.0,0.0
Sandeep Sharma,Kolkata Knight Riders,1.5,70.0
Sandeep Sharma,Mumbai Indians,1.25,62.5
Sandeep Sharma,Rajasthan Royals,8.0,133.33333333333331
Sandeep Sharma,Royal Challengers Bangalore,4.2,65.55555555555556
Sandeep Sharma,Sunrisers Hyderabad,2.0,88.8888888888889
Shahbaz Ahmed,Chennai Super Kings,15.8,111.31773879142301
Shahbaz Ahmed,Delhi Capitals,24.2,146.9991789819376
Shahbaz Ahmed,Gujarat Titans,12.0,105.0
Shahbaz Ahmed,Kolkata Knight Riders,9.571428571428571,104.17830290010741
Shahbaz Ahmed,Lucknow Super Giants,26.0,118.1818181818182
Shahbaz Ahmed,Mumbai Indians,4.0,55.555555555555564
Shahbaz Ahmed,Punjab Kings,7.833333333333333,125.61327561327562
Shahbaz Ahmed,Rajasthan Royals,18.8,107.20797720797721
Shahbaz Ahmed,Royal Challengers Bengaluru,40.0,108.10810810810813
Shahbaz Ahmed,Sunrisers Hyderabad,11.666666666666666,119.73063973063974
Shakib Al Hasan,Chennai Super Kings,15.5,116.9204260651629
Shakib Al Hasan,Delhi Capitals,0.0,0.0
Shakib Al Hasan,Delhi Daredevils,15.5,84.84848484848484
Shakib Al Hasan,Gujarat Lions,23.333333333333332,90.73129251700679
Shakib Al Hasan,Kings XI Punjab,16.166666666666668,120.90728715728714
Shakib Al Hasan,Kochi Tuskers Kerala,2.0,40.0
Shakib Al Hasan,Kolkata Knight Riders,21.666666666666668,129.36507936507937
Shakib Al Hasan,Mumbai Indians,10.2,108.66666666666667
Shakib Al Hasan,Pune Warriors,42.0,140.0
Shakib Al Hasan,Rajasthan Royals,16.0,130.7867132867133
Shakib Al Hasan,Rising Pune Supergiants,3.0,33.33333333333333
Shakib Al Hasan,Royal Challengers Bangalore,21.714285714285715,112.12944292549557
Shakib Al Hasan,Sunrisers Hyderabad,3.6666666666666665,50.0
Shashank Singh,Chennai Super Kings,28.4,134.88156288156287
Shashank Singh,Delhi Capitals,7.0,92.22222222222223
Shashank Singh,Gujarat Titans,34.5,242.16954022988506
Shashank Singh,Kolkata Knight Riders,32.333333333333336,146.80205415499532
Shashank Singh,Lucknow Super Giants,21.0,174.2857142857143
Shashank Singh,Mumbai Indians,21.5,115.33333333333333
Shashank Singh,Rajasthan Royals,19.5,93.39743589743588
Shashank Singh,Royal Challengers Bangalore,8.0,88.88888888888889
Shashank Singh,Royal Challengers Bengaluru,25.666666666666668,139.08492822966505
Shashank Singh,Sunrisers Hyderabad,16.666666666666668,100.22222222222221
Shubman Gill,Chennai Super Kings,29.0625,120.71811561871141
Shubman Gill,Delhi Capitals,31.642857142857142,125.19607107084053
Shubman Gill,Delhi Daredevils,21.5,123.79310344827586
Shubman Gill,Kings XI Punjab,41.8,151.11926472716746
Shubman Gill,Kolkata Knight Riders,46.25,143.11827956989248
Shubman Gill,Lucknow Super Giants,38.714285714285715,105.17944019713148
Shubman Gill,Mumbai Indians,34.8,121.7241473622367
Shubman Gill,Punjab Kings,43.125,150.4708957297121
Shubman Gill,Rajasthan Royals,35.333333333333336,120.39765296423083
Shubman Gill,Royal Challengers Bangalore,26.0,133.46547471146403
Shubman Gill,Royal Challengers Bengaluru,10.666666666666666,70.92731829573934
Shubman Gill,Sunrisers Hyderabad,38.214285714285715,120.82487995892068
T Stubbs,Chennai Super Kings,9.8,69.04761904761905
T Stubbs,Gujarat Titans,26.0,243.015873015873
T Stubbs,Kolkata Knight Riders,19.666666666666668,88.22324628776242
T Stubbs,Lucknow Super Giants,35.333333333333336,183.07070707070707
T Stubbs,Mumbai Indians,30.5,140.70833333333334
T Stubbs,Punjab Kings,11.5,95.53571428571429
T Stubbs,Rajasthan Royals,41.666666666666664,202.27688787185355
T Stubbs,Royal Challengers Bengaluru,25.0,143.0354267310789
T Stubbs,Sunrisers Hyderabad,18.5,113.69949494949495
TA Boult,Chennai Super Kings,2.0,87.5
TA Boult,Delhi Capitals,2.0,88.88888888888887
TA Boult,Gujarat Titans,8.666666666666666,97.83549783549783
TA Boult,Kolkata Knight Riders,0.0,0.0
TA Boult,Lucknow Super Giants,9.5,194.44444444444446
TA Boult,Mumbai Indians,2.3333333333333335,87.5
TA Boult,Punjab Kings,6.5,91.66666666666666
TA Boult,Royal Challengers Bangalore,2.5,35.714285714285715
TA Boult,Royal Challengers Bengaluru,1.0,100.0
TA Boult,Sunrisers Hyderabad,0.0,0.0
TH David,Chennai Super Kings,12.428571428571429,150.64007421150276
TH David,Delhi Capitals,28.142857142857142,239.98854087089381
